侥寸(ID),侥寸疙,瘤开疙,涝侥谅籍荐,谅侥谅籍荐,林瞒啊瓷咯何,客捞颇捞力傍咯何,愁捞规蜡公,馆妨悼拱涝厘啊瓷咯何,促惫绢皋春魄力傍咯何,拳厘角沥焊郴侩,绒公老沥焊郴侩,康诀矫埃郴侩,琶硅魄概蜡公,硅府绢橇府蜡公,硅崔辑厚胶蜡公,抗距规侥疙,柯扼牢抗距沥焊郴侩,权其捞瘤(URL),牢辟罚靛付农疙,牢辟罚靛付农困档,牢辟罚靛付农版档,牢辟罚靛付农客芭府,虐坷胶农蜡公,葛官老其捞刚飘蜡公,胶付飘坷歹蜡公,措钎皋春疙,侥寸惑怕
378781,怕厘伙般混,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,Y,,概老 00:00~24:00,N,N,N,傈拳抗距,,http://www.instagram.com/tiger86,,,,,N,N,N,,款康吝
378784,淬盲茄沥侥,碍盔档 盔林矫,76,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,431.575855,N,N,N,,款康吝
378786,腊皑父练 盔林窜备痢,碍盔档 盔林矫,32,0,N,N,N,N,Y,Y,岿夸老,概老 16:30~01:00,N,N,Y,N,,,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,106.044702,N,N,N,,款康吝
378788,坷氢榜价绢雀,碍盔档 盔林矫,20,50,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
378792,鼻啊匙官昏茄滴付府摹挪,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,荐夸老,概老 12:00~24:00,N,N,Y,N,饭靛抛捞喉,"http://www.daldalcard.com/154003,https://story0337477792.modoo.at",盔林茄瘤抛付颇农,37.33437,127.9354,449.828815,N,N,N,,款康吝
378793,堡拌配健阂官海钮盔林1龋痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 17:00~01:00,N,N,N,N,,,,,,,N,N,N,,款康吝
378796,拳肺备捞兵烹,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林 倾宏剖,37.30801,127.925,788.264619,N,N,N,,款康吝
378798,面林鲍魂棵盎捞秦厘惫,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,967.277255,N,N,N,,款康吝
378800,陛措府阜惫荐,碍盔档 盔林矫,0,0,N,Y,N,N,Y,Y,岿夸老,"概老 11:00~20:00, 概老 11:00~15:00",N,N,N,傈拳抗距,饭靛抛捞喉,"http://blog.naver.com/ckwndud2002,https://topnoodles.modoo.at",,,,,N,N,N,,款康吝
378803,秦淬魂歹固秦拱买,碍盔档 盔林矫,64,0,N,N,N,N,Y,Y,岿夸老,概老 11:00~22:00,N,N,Y,傈拳抗距,饭靛抛捞喉,,,,,,N,N,N,,款康吝
378805,柯崔练惯,碍盔档 盔林矫,0,0,Y,N,N,N,Y,Y,老夸老,"林富 15:00~00:00, 乞老 15:00~00:00",N,N,N,傈拳抗距,,https://ondaljogbal.modoo.at/,冠版府巩切傍盔,37.32276,127.9597,533.877086,N,N,N,,款康吝
378808,刮版器瞒,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
378817,茄快绵力沥腊侥寸,碍盔档 盔林矫,52,0,Y,Y,N,N,Y,Y,楷吝公绒,概老 10:30~23:00,N,N,N,傈拳抗距,饭靛抛捞喉,http://hanwoo12.modoo.at/,,,,,N,N,N,,款康吝
378821,亲酒府焊接 盔林窜拌痢,碍盔档 盔林矫,0,0,N,Y,N,N,Y,Y,楷吝公绒,概老 10:30~22:30,N,N,N,傈拳抗距,饭靛抛捞喉,,厘固傍盔,37.34697,127.9307,270.383309,N,N,N,,款康吝
378823,脚烹摹挪 公角痢,碍盔档 盔林矫,40,0,N,Y,N,N,Y,Y,,概老 15:00~01:00,N,N,Y,"傈拳抗距,柯扼牢抗距",匙捞滚,,盔林茄瘤抛付颇农,37.33437,127.9354,824.58677,N,Y,Y,,款康吝
378826,啊付摹烹催 盔林 己龋痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 14:00~00:00,N,N,N,N,,http://www.gamachi.co.kr,康玫荤(盔林),37.35825,127.9618,351.407543,N,N,N,,款康吝
378832,攫聪匙备捞&积绊扁,碍盔档 盔林矫,56,0,N,N,N,N,Y,N,拳夸老,概老 17:00~01:00,N,N,N,N,饭靛抛捞喉,,盔林茄瘤抛付颇农,37.33437,127.9354,690.050506,N,N,N,,款康吝
378833,崔付风沥腊侥寸,碍盔档 盔林矫,6,22,Y,Y,N,N,Y,Y,,概老 11:31~22:00,N,Y,N,傈拳抗距,饭靛抛捞喉,,盔悼己寸,37.34567,127.9526,361.902361,N,N,N,,款康吝
378835,夸芭橇饭家 惑瘤措痢,碍盔档 盔林矫,30,0,Y,Y,N,N,Y,N,,,N,N,N,傈拳抗距,饭靛抛捞喉,"http://instagram.com/yogerpresso_sangji,http://www.yogerpresso.co.kr/",傈烹魂诀柳蕊季磐,37.37198,127.9298,479.191742,Y,Y,Y,,款康吝
378836,呈翠促,碍盔档 盔林矫,26,0,N,N,N,N,Y,N,,,N,N,N,N,,http://instagram.com/be_likeyou_ ,,,,,N,N,N,,款康吝
378838,舅玫尼唱拱惫逛,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 06:00~15:00,N,N,N,N,,,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,312.033146,N,N,N,,款康吝
378840,脚贱巢,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,N,老夸老,,N,N,N,傈拳抗距,,,厘固傍盔,37.34697,127.9307,345.579591,N,N,N,,款康吝
378841,措蹬瘤伙般混,碍盔档 盔林矫,40,20,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,悼匙氓规 胶隔甭九,37.320526,127.945453,374.976759,N,N,N,,款康吝
378844,家扼盒侥,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,182.652213,N,N,N,,款康吝
378845,皋剐采阜惫荐,碍盔档 盔林矫,36,36,N,N,N,N,Y,N,岿夸老,概老 10:30~21:00,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
378846,青汗雀荐魂,碍盔档 盔林矫,64,0,N,N,N,N,Y,N,,概老 15:00~01:00,N,N,Y,N,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,138.116508,N,N,N,,款康吝
378853,啊绊颇器瞒,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,冠版府巩切傍盔,37.32276,127.9597,499.271372,N,N,N,,款康吝
378854,箕宏氢 盔林矫没痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:30~22:00,N,N,N,N,饭靛抛捞喉,http://www.shabu-hyang.kr/,厘固傍盔,37.34697,127.9307,794.02173,N,N,N,,款康吝
378856,老固府陛拌买催 盔林窜拌痢,碍盔档 盔林矫,19,0,N,Y,N,N,Y,N,,概老 11:00~23:30,N,N,Y,N,饭靛抛捞喉,http://goldjjimdak.com/,厘固傍盔,37.34697,127.9307,268.254939,N,N,N,,款康吝
378863,沥电逛惑,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,486.369213,N,N,N,,款康吝
378864,巢盔肺 442,碍盔档 盔林矫,0,0,N,Y,N,N,Y,N,老夸老,乞老 18:00~01:00,N,N,N,N,饭靛抛捞喉,,悼匙氓规 胶隔甭九,37.320526,127.945453,471.861682,N,N,N,,款康吝
378869,傈林泅措苛 盔林矫没痢,碍盔档 盔林矫,40,16,N,N,N,N,Y,N,,"概老 06:30~21:00, 林富 06:30~21:00",N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,939.096191,N,N,N,,款康吝
378870,促汗蹬瘤,碍盔档 盔林矫,4,0,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,488.200541,N,N,N,,款康吝
378873,窃瘤冠,碍盔档 盔林矫,56,0,N,N,N,N,Y,N,老夸老,概老 10:00~21:30,N,N,N,N,饭靛抛捞喉,,盔林茄瘤抛付颇农,37.33437,127.9354,378.451659,N,N,N,,款康吝
378874,练惯喉风胶,碍盔档 盔林矫,0,0,N,Y,N,N,Y,N,,概老 16:00~00:00,N,N,Y,傈拳抗距,,"http://www.daldalcard.com/157402,https://story0337651248.modoo.at",厘固傍盔,37.34697,127.9307,426.362531,N,N,N,,款康吝
378878,啊具沥,碍盔档 盔林矫,16,0,N,N,N,N,Y,N,,,N,N,Y,N,饭靛抛捞喉,,盔林茄瘤抛付颇农,37.33437,127.9354,482.52223,N,N,N,,款康吝
378880,脚拌碍盔夯痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,817.20483,N,N,N,,款康吝
378882,盔林扁傣扁荤侥寸,碍盔档 盔林矫,60,20,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,盔林开 鞭荐啪,37.35707,127.9449,778.366334,N,N,N,,款康吝
378883,墨其摹棵扼,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,N,格夸老,,N,N,N,N,,,,,,,N,N,N,,款康吝
378884,扁家具 盔林痢,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,Y,,概老 11:00~20:30,N,Y,Y,傈拳抗距,,,厘固傍盔,37.34697,127.9307,891.122125,N,N,N,,款康吝
378889,盔林磅帕,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,傈烹魂诀柳蕊季磐,37.37198,127.9298,937.091853,N,N,N,,款康吝
378895,柳楼快府鉴措,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
378901,柳固催碍沥,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,老夸老,概老 09:00~19:30,N,N,N,N,饭靛抛捞喉,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,203.277475,N,N,N,,款康吝
378903,配加矫榜逛惑,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,354.022208,N,N,N,,款康吝
378909,攫聪颊咐墨氛,碍盔档 盔林矫,8,0,N,Y,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,http://instagram.com/unni_hand,傈烹魂诀柳蕊季磐,37.37198,127.9298,691.672991,N,Y,Y,,款康吝
378917,捞叼具目乔 盔林窜备悼痢,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,Y,,"乞老 09:00~23:30, 配夸老 09:00~23:30",N,N,Y,N,,"http://www.ediya.com/,http://instagram.com/ediya.coffee","辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,306.360644,N,Y,Y,,款康吝
378921,促牢盒侥,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,傈烹魂诀柳蕊季磐,37.37198,127.9298,848.947316,N,N,N,,款康吝
378923,伙档促规,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林 过玫荤瘤,37.20766,127.7505,40.597955,N,N,N,,款康吝
378925,柳固寸盒侥,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,182.652213,N,N,N,,款康吝
378929,捞叼具目乔 盔林蕊诀痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,"http://www.ediya.com/,http://instagram.com/ediya.coffee",盔林 倾宏剖,37.30801,127.925,650.174042,N,Y,Y,,款康吝
378930,蜡蜡墨氛,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,老夸老,概老 11:30~19:30,N,N,N,傈拳抗距,,https://instagram.com/youucarong,豪魂悼 籍阂谅惑,37.34286,127.9672,577.973835,N,N,N,,款康吝
379048,骂俺尔逛捞尔,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
379388,摹夸巢摹挪 盔林窜拌痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
381331,动扁夸 怕厘痢,碍盔档 盔林矫,32,24,Y,Y,N,N,N,N,楷吝公绒,,N,N,N,N,,,,,,,N,N,N,内促府买,款康吝
381556,摹令甫荤尔茄买催 扁诀档矫痢,碍盔档 盔林矫,20,0,Y,Y,N,N,N,N,岿夸老,,N,N,N,N,,,,,,,N,N,N,埃厘买催 绊眠厘买催 摹令买催 ,企诀
383584,乔框墨其,碍盔档 盔林矫,140,0,Y,Y,N,N,N,N,楷吝公绒,,N,N,N,N,,,,,,,N,N,N,酒皋府墨畴 官匆扼扼都,款康吝
387584,促后摹 茄侥哼其,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
390348,202侥寸,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
390549,固胶磐饶扼捞靛,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
390949,乔磊宏扼歹胶 怕厘痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
391492,侩快悼 盔林绒霸家窍青痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
391834,kim磊墨具0304,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
394295,奴笼阜芒 豪魂痢,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
394379,泵促规,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
395100,冕玫腊覆催哎厚,碍盔档 盔林矫,0,44,Y,Y,N,N,N,N,楷吝公绒,,N,N,N,N,,,,,,,N,N,N,"催哎厚, 摹令催哎厚",企诀
395340,喊捞匙惫荐,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
396934,傈汲狼 侗汉捞,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
397566,蜡舅付牢,碍盔档 盔林矫,300,0,Y,Y,N,N,N,N,岿夸老,,N,N,N,N,,,,,,,N,N,N,"酒牢酱其呈, 窍快胶 喉坊爹 坷固磊&磊根, 窍快胶 喉罚爹 局敲矫唱阁 喉发萍, 农风酒惑 击靛困摹",款康吝
398796,巢磊狼盒侥,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,固犬牢
398875,喉风膏府飘,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
399152,硅何弗蹬瘤,碍盔档 盔林矫,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"蹬瘤哎厚,侗哎厚,酒匡房,酒捞甸,绢赴捞朝",固犬牢
399678,茄快客价捞,碍盔档 盔林矫,60,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,价捞惫逛 包蔓荤克缴捞 价捞阂绊扁傈榜 磊楷价捞归槛,固犬牢
400315,档穿剖,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
402767,魂覆炼钦肺拿侥寸,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
404236,墨其 箕何累,碍盔档 盔林矫,22,0,Y,Y,N,N,N,N,岿夸老,,N,N,N,N,,,,,,,N,N,N,付墨氛 促捻酒令,固犬牢
404335,楷版,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
407635,捞怕府何措骂俺 盔林窜拌痢,碍盔档 盔林矫,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
407877,夸芭橇饭胶(盔林辨墨其痢),碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
408183,逛FULL 盔林蕊诀痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
409307,墨其厚唱,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
409371,叼呐 盔林矫没痢,碍盔档 盔林矫,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,企诀
409452,海捞客后 公角痢,碍盔档 盔林矫,0,0,N,Y,N,N,Y,N,岿夸老,,N,N,N,傈拳抗距,,"https://baywabean.modoo.at,http://www.baywabean.com/",盔林茄瘤抛付颇农,37.33437,127.9354,381.435379,N,N,N,,款康吝
409455,肚贰坷贰 怕厘痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:00~24:00,N,N,Y,傈拳抗距,,"http://www.toreore.com,http://www.instagram.com/toreore_official,http://www.facebook.com/toreore9292",,,,,N,N,N,,款康吝
409456,炼内父伙般侗汉捞 盔林流康痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,533.434426,N,N,N,,款康吝
409460,牢积阜芒怕厘痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
409463,墨其绢聪胶飘,碍盔档 盔林矫,0,0,N,Y,N,N,Y,N,,概老 11:00~23:00,N,N,Y,N,,https://www.instagram.com/cafe_honest/,盔林茄瘤抛付颇农,37.33437,127.9354,654.800401,N,N,N,,款康吝
409464,曼 疙啊练惯,碍盔档 盔林矫,0,0,Y,N,N,N,Y,N,荐夸老,概老 16:00~01:00,N,N,Y,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,425.734496,N,N,N,,款康吝
409466,冕玫龋馆催哎厚,碍盔档 盔林矫,56,0,Y,Y,N,N,Y,Y,配夸老,概老 11:30~22:00,N,N,N,N,饭靛抛捞喉,,盔林茄瘤抛付颇农,37.33437,127.9354,825.421637,N,N,N,,款康吝
409472,逛冈磊,碍盔档 盔林矫,0,27,N,N,N,N,Y,N,,,N,N,Y,N,饭靛抛捞喉,,傈烹魂诀柳蕊季磐,37.37198,127.9298,654.7318,N,N,N,,款康吝
409475,碍锰倒架接逛,碍盔档 盔林矫,52,0,Y,N,N,N,Y,N,,概老 09:00~21:00,N,N,N,N,饭靛抛捞喉,,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,178.301823,N,N,N,,款康吝
409476,辫逛模备匙,碍盔档 盔林矫,5,0,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,豪魂悼 籍阂谅惑,37.34286,127.9672,718.968601,N,N,N,,款康吝
409477,绊绊教侗汉捞,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,http://cityfood.co.kr/h9/gogossing,窜包傍盔,37.31814,127.9592,180.836376,N,N,N,,款康吝
409478,绢尔雀价绢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,傈拳抗距,,,傈烹魂诀柳蕊季磐,37.37198,127.9298,862.826084,N,N,N,,款康吝
409481,乔摹滚胶 窜拌痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:00~23:00,N,N,Y,N,,,厘固傍盔,37.34697,127.9307,332.046373,N,N,N,,款康吝
409486,夯级炼俺付阑 豪拳魂痢,碍盔档 盔林矫,0,0,N,Y,N,N,Y,N,,"概老 17:00~23:00, 老夸老 17:00~22:00",N,N,N,傈拳抗距,,,厘固傍盔,37.34697,127.9307,480.227287,N,N,N,,款康吝
409490,部部匙摹挪,碍盔档 盔林矫,10,4,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,盔林 过玫荤瘤,37.20766,127.7505,102.727962,N,N,N,,款康吝
409492,练惯馆痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,Y,N,饭靛抛捞喉,,厘固傍盔,37.34697,127.9307,585.366813,N,N,N,,款康吝
409494,雀魂阜惫荐,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,Y,,概老 11:00~21:30,N,N,Y,傈拳抗距,,http://blog.naver.com/hsmakguksu,,,,,N,N,N,,款康吝
409495,歹逛惑,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,楷吝公绒,概老 10:00~20:30,N,N,N,N,,,厘固傍盔,37.34697,127.9307,493.952271,N,N,N,,款康吝
409496,浅斥催档府帕,碍盔档 盔林矫,58,0,N,Y,N,N,Y,Y,,,N,N,Y,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,504.893183,N,N,N,,款康吝
409497,葛鄂宫篮瘤 绿措扁傈榜,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,款康吝
409498,罗操固啊,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,老夸老,概老 11:00~22:00,N,N,N,N,,,厘固傍盔,37.34697,127.9307,257.48501,N,N,N,,款康吝
409500,乔磊付阑,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:00~22:00,N,N,Y,N,,,窜包傍盔,37.31814,127.9592,317.777433,N,N,N,,款康吝
409501,厘磐惫逛,碍盔档 盔林矫,10,16,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,226.271895,N,N,N,,款康吝
409502,魂付阑,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,概魂包堡丑盔,37.27844,127.9264,387.163492,N,N,N,,款康吝
409506,缴付聪瓷捞归槛,碍盔档 盔林矫,72,40,Y,Y,N,N,Y,N,,概老 06:00~21:00,N,N,N,傈拳抗距,饭靛抛捞喉,,,,,,N,N,N,,款康吝
409508,官促局曼摹,碍盔档 盔林矫,27,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,402.51924,N,N,N,,款康吝
409509,Tueio 堆俊捞坷矫没痢,碍盔档 盔林矫,56,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,845.333512,N,N,N,,款康吝
409515,付寸锰,碍盔档 盔林矫,48,0,Y,N,N,N,Y,Y,,,N,N,Y,N,饭靛抛捞喉,,盔林茄瘤抛付颇农,37.33437,127.9354,393.922544,N,N,N,,款康吝
409518,豪拳魂健阂浅玫厘绢,碍盔档 盔林矫,16,20,Y,N,N,N,Y,N,楷吝公绒,概老 11:30~22:00,N,N,N,傈拳抗距,饭靛抛捞喉,,厘固傍盔,37.34697,127.9307,343.280851,N,N,N,,款康吝
409524,553,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,Y,,,N,N,N,傈拳抗距,饭靛抛捞喉,https://www.instagram.com/wonju_553/,,,,,N,N,N,,款康吝
409528,葛贰郴鉴措,碍盔档 盔林矫,0,52,N,N,N,N,Y,N,老夸老,"概老 12:00~21:30, 概老 15:00~17:00",N,N,N,N,饭靛抛捞喉,,盔林茄瘤抛付颇农,37.33437,127.9354,377.529997,N,N,N,,款康吝
409530,教臂器瞒,碍盔档 盔林矫,25,0,Y,Y,N,N,Y,N,,乞老 17:00~02:00,N,N,N,傈拳抗距,,https://blog.naver.com/yulim74,窜包傍盔,37.31814,127.9592,293.902002,N,N,N,,款康吝
409536,荤坷沥乔磊摹变,碍盔档 盔林矫,20,0,N,N,N,N,Y,N,,概老 12:00~24:00,N,N,Y,N,饭靛抛捞喉,,盔林开 鞭荐啪,37.35707,127.9449,655.386563,N,N,N,,款康吝
409541,脚岿悼背配曼摹,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,N,岿夸老,概老 17:00~02:00,N,N,N,傈拳抗距,,,厘固傍盔,37.34697,127.9307,256.740716,N,N,N,,款康吝
409542,冠啊匙刮拱概款帕,碍盔档 盔林矫,40,32,N,N,N,N,Y,N,岿夸老,概老 10:00~20:00,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
409544,孺蹬瘤付阑,碍盔档 盔林矫,0,32,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
409546,器措牢措备阜芒窜拌琶瘤痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,Y,,概老 17:30~06:00,N,N,N,傈拳抗距,,,厘固傍盔,37.34697,127.9307,134.14172,N,N,N,,款康吝
409551,乔磊唱扼摹挪傍林 盔林公角痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 12:00~23:30,N,N,Y,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,363.528713,N,N,N,,款康吝
409558,冈磊伙般混,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,备 炼急侥魂篮青 盔林瘤痢,37.34897,127.9514,349.424149,N,N,N,,款康吝
409561,馒茄家箕宏箕宏,碍盔档 盔林矫,160,40,N,N,N,N,Y,N,,,N,N,N,N,饭靛抛捞喉,,,,,,N,N,N,,款康吝
409562,龋荐部摹 盔林公角痢,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 17:00~02:00,N,N,N,N,,,盔林茄瘤抛付颇农,37.33437,127.9354,801.688809,N,N,N,,款康吝
409566,康后侥寸,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 11:30~20:00,N,N,N,N,,,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,501.780918,N,N,N,,款康吝
409572,蝴绊阑颊漠惫荐,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,老夸老,"概老 11:00~19:00, 概老 15:00~17:00",N,N,N,N,,,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,184.848551,N,N,N,,款康吝
409574,力捞力捞傀胶畔官,碍盔档 盔林矫,0,0,Y,Y,N,N,Y,Y,,"乞老 18:00~02:00, 林富 18:00~03:00",N,N,N,傈拳抗距,,http://www.instagram.com/jjbar_hy/,厘固傍盔,37.34697,127.9307,541.425292,N,N,N,,款康吝
409576,概瘤府阜惫荐,碍盔档 盔林矫,50,8,Y,N,N,N,Y,Y,,概老 11:30~21:00,N,N,N,傈拳抗距,饭靛抛捞喉,,窜包傍盔,37.31814,127.9592,234.269431,N,N,N,,款康吝
409581,酒泵捞器厘付瞒,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,"辟傣厘 / 辟傣背啊矫厘 (1, 6老)",37.3803948,129.227051,325.586715,N,N,N,,款康吝
409582,救盲,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,盔林 蛆悼荤雀版力匙飘况农,37.35114,127.9473,238.102147,N,N,N,,款康吝
409585,冠啊匙啊沥侥归馆,碍盔档 盔林矫,0,0,N,N,N,N,Y,N,,概老 09:00~21:00,N,N,N,傈拳抗距,,,,,,,N,N,N,,款康吝
